Fbref,Player,Total_npG,Total_npxG,finishing
13b9e2fb,Lorenzo Amatucci,0,0.0,1.0
13d23b29,Antonios Papadopoulos,0,0.0,1.0
13ddc856,Takuma Asano,12,17.2,0.93
13e0eb29,Samuel Sáiz,0,0.1,1.0
13e827f8,Joel Asoro,2,0.6,1.03
13ea2544,Mohamed Camara,0,0.6,0.99
13fe7b69,Jamie Leweling,10,10.8,0.99
14340768,Mouhamed Belkheir,1,1.3,0.99
144e8717,Christoph Klarer,2,1.2,1.01
1453e3cf,Yunus Akgün,1,1.2,1.0
1467af0d,Marco Verratti,2,1.4,1.01
1473f103,Tiago Machado,0,0.0,1.0
147e789b,Joey Phuthi,0,0.0,1.0
148e136f,Rémy Cabella,9,13.8,0.93
149b617e,Bas Kuipers,8,7.6,1.01
149c5f5d,Giuseppe Pezzella,0,0.9,0.98
14a7af33,Christian Groß,1,0.5,1.01
14a7d8e3,George Moncur,0,1.3,0.98
14a96e1c,Niki Mäenpää,0,0.0,1.0
14aac43e,Farés Ghedjemis,0,0.1,1.0
14ae023f,Martin Turk,0,0.0,1.0
14b09c41,Jordy Makengo,0,0.2,1.0
14b8fcdf,Daniele Rugani,2,2.3000000000000003,0.99
14c7f64a,D'Margio Wright-Phillips,2,1.1,1.02
14c93be3,Alejandro Alvarado Jr.,0,0.8,0.99
14d23f4e,Cameron Thompson,0,0.0,1.0
14d2670e,Amadou Mbengue,1,0.5,1.01
14d5b7ac,Alejandro Revuelta Montero,0,0.0,1.0
14df1d7f,William Mikelbrencis,0,0.2,1.0
14e8e9d7,Nicolas Isimat-Mirin,1,1.3,0.99
14f2e5a0,Timo Zaal,0,0.0,1.0
1510013c,Ben Waine,2,4.6,0.96
151ca25f,Benji Michel,1,0.5,1.01
151cc732,Frankie Kent,0,1.3,0.98
151d78b3,Or Dasa,0,0.0,1.0
153ed0e4,Issa Kallon,4,8.0,0.94
15413fa5,Salih Özcan,2,2.7,0.99
1544f145,Jacob Ramsey,13,11.2,1.03
1545cf15,Houboulang Mendes,0,1.0,0.98
157d29b6,Diego Farias,0,0.0,1.0
158cef0b,Fahd Moufi,2,2.6,0.99
15937e17,Eray Cömert,3,1.6,1.02
15944afd,Eliot Matazo,1,0.4,1.01
1598599e,Nampalys Mendy,1,0.30000000000000004,1.01
15a5e48c,Marcelo dos Santos Ferreira,2,0.9,1.02
15ab5a2b,Julián Álvarez,17,17.7,0.99
15ac4aee,Tom Sparrow,0,0.2,1.0
15b287da,Daichi Kamada,12,13.899999999999999,0.97
15c259f4,Filipe Relvas,2,4.4,0.96
15d0c248,Luiz Felipe,0,0.6,0.99
15d561fa,Xande Silva,0,1.8,0.97
15e9c7e6,Nani,0,0.1,1.0
15ea812b,James Tarkowski,3,8.2,0.92
15ee4bc1,Jili Buyabu,0,0.0,1.0
15f1b476,Pol Llonch,0,0.8,0.99
15f24fe7,Sasa Kalajdzic,7,7.1,1.0
15f3ec41,Callum Hudson-Odoi,9,5.4,1.06
15fd5593,Davy Klaassen,18,16.3,1.02
1609700b,Sofiane Sidi Ali,0,0.0,1.0
16264a81,Moisés Caicedo,3,2.9,1.0
162efffd,Rodrigo De Paul,8,5.0,1.05
1633fc8a,Juanpe,1,0.7,1.01
16463a79,Demba Seck,0,2.6,0.95
1657f448,Lautaro Blanco,0,0.0,1.0
165a2e40,Burak Yılmaz,5,15.6,0.85
165c7444,Jahnoah Markelo,0,0.0,1.0
16657b95,Bryan Cristante,6,8.1,0.97
166a981d,Racine Coly,0,0.0,1.0
1673ce40,Rashaan Fernandes,0,0.9,0.98
167c1bb0,Javi García,1,0.5,1.01
16886ee5,Joeri de Kamps,1,0.2,1.01
16952f65,Thomas Bruns,0,1.0,0.98
169df85b,Rome-Jayden Owusu-Oduro,0,0.0,1.0
169fd162,Hwang Hee-chan,19,14.4,1.07
16aa3654,Takefusa Kubo,17,12.2,1.07
16aa7d4c,Brendan Chardonnet,4,4.1,1.0
16b4260e,Daishawn Redan,7,9.0,0.97
16b6648e,Josef Bursik,0,0.0,1.0
16b9d5cf,Nikola Maksimović,0,0.2,1.0
16bb656a,Paweł Dawidowicz,1,2.1,0.98
16ca1157,Sam Kersten,0,1.1,0.98
16ceb862,Olivier Giroud,30,28.9,1.01
16d5e099,Dylan Collard,0,0.0,1.0
16daec92,Mijat Gaćinović,0,0.1,1.0
16e9d0ea,Álex Moreno,7,6.8,1.0
16ec501b,Abdellah Raihani,0,0.0,1.0
16fa6881,Mario Vrančić,3,2.5,1.01
1703dd39,Ben Scholte,0,0.1,1.0
1704b0b8,Murillo,0,1.8,0.97
171642db,Kian Best,0,0.1,1.0
17186929,Michael Cooper,0,0.0,1.0
1724d97e,Murray Wallace,6,7.7,0.97
172e52d8,Pontus Jansson,4,3.3,1.01
173061c0,Riccardo Gagliolo,0,0.5,0.99
17370b95,Bernardo,1,1.9,0.98
17376543,Rafał Gikiewicz,0,0.0,1.0
173db1f4,Léo Jabá,4,2.9,1.02
174651c8,David Timor,0,0.2,1.0
174f09a6,Ignasi Miquel,1,1.4,0.99
175ece4c,Iker Muñoz,4,1.2000000000000002,1.05
17695062,Emile Smith Rowe,10,8.3,1.03
1770bd68,Ken Sema,5,4.6,1.01
17734ea0,Kayky Chagas,0,0.5,0.99
17780d2b,Tobias Strobl,0,0.0,1.0
177e044c,Alioune Ndour,2,3.1,0.98
178018f9,Fabian Nürnberger,1,0.9,1.0
1780bb4a,Aaron Hickey,5,1.5,1.06
1787195f,Mehdi Chahiri,0,0.0,1.0
1787acb3,Ryan Flamingo,5,5.6,0.99
178ae8f8,Diogo Jota,32,28.1,1.05
17a1299d,Javier Díaz,0,0.0,1.0
17a3a4ba,Nikolaos Michelis,0,0.3,0.99
17acc2ed,Marek Rodák,0,0.0,1.0
17bb562c,Arouna Sangante,0,0.9,0.98
17be8dc3,Nigel Lonwijk,1,0.7,1.01
17d0d996,Maxim Dekker,1,0.3,1.01
17d4507a,Enda Stevens,1,1.9,0.98
17d45fb2,Ozan Tufan,13,10.899999999999999,1.03
17e1261b,Neil El Aynaoui,1,2.4,0.98
17e25e72,Ruan Levine,0,0.2,1.0
17f3620a,Krzysztof Piątek,7,12.2,0.92
18017beb,Álvaro Giménez,0,0.0,1.0
181df6a4,Robert Atkinson,6,3.7,1.04
1827a42d,José Fontán,1,0.7,1.01
182a8b9d,Ajibola Alese,1,0.7,1.01
182b9864,Owen Dale,2,0.9,1.02
1840e36d,Thibaut Courtois,0,0.0,1.0
184ad240,Arthur,4,4.3,0.99
184fe4b2,Williot Swedberg,5,2.3,1.05
185084a1,Luiz Felipe,0,0.0,1.0
1866b0f1,Marco Pašalić,0,0.0,1.0
187ab096,Charles Sagoe Jr,0,0.1,1.0
1880614f,Cengiz Ünder,13,13.1,1.0
18950a80,Marco Pellegrino,0,0.0,1.0
18986367,Ross Stewart,8,7.2,1.01
18a15e5e,Randell Williams,0,0.7999999999999999,0.99
18a6749d,Andrew Hughes,4,5.2,0.98
18abe173,Joseph Aidoo,3,1.4000000000000001,1.03
18b896d6,Antonio Rüdiger,5,5.6,0.99
18b999f4,Neeskens Kebano,9,10.6,0.98
18c2e247,Stephan Fürstner,0,0.0,1.0
18dd3219,Federico Gatti,4,6.1,0.97
18e96f64,Kyle Bartley,8,10.0,0.97
18ebca4b,Gaëtan Charbonnier,1,0.6,1.01
18f0a9f0,Raúl,6,4.9,1.02
18f9dbd0,Hidde ter Avest,1,2.8,0.97
18fae4ac,Joey Veerman,16,11.0,1.08
1900032e,Jannik Vestergaard,2,3.2,0.98
19053e31,Sofiane Diop,8,10.4,0.96
1906b842,Mahamadou Diawara,0,0.7,0.99
192c89a6,Braian Cufré,0,0.1,1.0
192d4c3d,Vontae Daley Campbell,0,0.0,1.0
1931bde9,Rajiv van La Parra,2,4.1,0.96
19388cbc,Serano Seymor,1,0.2,1.01
1940be91,Christian Früchtl,0,0.0,1.0
1944518a,Vinicius Silvestre,0,0.0,1.0
1944818c,Yan Couto,3,3.6,0.99
1956a64b,Francesco Camarda,0,0.0,1.0
1956b948,Jim Allevinah,4,7.9,0.94
1961b2aa,André Gomes,4,2.1,1.03
19709006,Óscar Rodríguez Arnaiz,4,6.7,0.96
1971591f,Cody Gakpo,33,28.8,1.05
197640fd,Timothy Castagne,4,4.5,0.99
19966e5f,Julien Lomboto,0,0.0,1.0
199ff86e,Levi Lumeka,0,0.0,1.0
19a12bed,Hassane Kamara,2,3.9,0.97
19a5c0b6,Marciano Tchami,0,0.0,1.0
19a890ba,Joe Anderson,0,0.0,1.0
19a967ab,Ansgar Knauff,9,7.1000000000000005,1.03
19a9cb70,Kaide Gordon,0,0.4,0.99
19b28f22,Loreintz Rosier,4,4.300000000000001,0.99
19b776e9,Rubén Sobrino,7,12.0,0.93
19ba6c6d,Steve Mounié,18,25.6,0.91
19c2ffa4,Lamine Camara,1,1.4,0.99
19c36442,Luis Milla,0,2.2,0.96
19cae58d,Gavi,5,7.7,0.96
19cda00b,Ángel Di María,15,14.4,1.01
19e4eab9,Rodrigo Becão,4,2.5,1.03
19e50035,Freddie Woodman,0,0.0,1.0
19e74ea6,Henrique,2,1.7,1.01
19f4d211,Jaden Philogene Bidace,17,13.5,1.05
19f7d95c,Emmanuel Fernandez,0,0.1,1.0
1a066e69,Maxime Estève,1,2.0,0.98
1a1b127d,Zavier Massiah,0,0.0,1.0
1a1d5424,Grant Ward,0,0.30000000000000004,0.99
1a248246,Youcef Belaïli,4,4.4,0.99
1a2935f6,Dejan Lovren,1,1.2000000000000002,1.0
1a4b9094,Bouna Sarr,0,0.2,1.0
1a4ef233,Daniel Amartey,0,1.1,0.98
1a58621c,Cameron Congreve,0,0.4,0.99
1a5d7cb9,Jean-Manuel Mbom,0,0.0,1.0
1a672e2d,Younes Namli,6,5.7,1.0
1a6b7ea4,Pablo Rosario,0,3.3,0.94
1a6f2a66,Adama Traoré,3,3.1,1.0
1a83027b,Keita Endo,0,0.1,1.0
1a857282,Lewis Grabban,10,10.1,1.0
1a85bcdb,Mohamed Youssouf,0,0.3,0.99
1a992676,Julian Draxler,3,3.0,1.0
1aa84968,Chris Basham,0,1.9,0.97
1ac232b8,Simone Bastoni,6,3.0,1.05
1ac75b7d,Mohamed Mallahi,1,0.1,1.02
1adb7d23,Jeferson Santos,0,0.0,1.0
1ae836b1,Elvis Rexhbeçaj,1,2.4000000000000004,0.98
1b033987,Claudemir de Souza,0,0.8999999999999999,0.98
1b278bf5,Lewis Baker,12,5.800000000000001,1.1
1b2ec72e,Noam Mayoka-Tika,0,0.0,1.0
1b40049a,Borja Sainz,6,4.8,1.02
1b4be8eb,Jonas Föhrenbach,0,0.5,0.99
1b4f1169,Albert Sambi Lokonga,1,1.4,0.99
1b54edb3,Tiago Araújo,3,2.7,1.01
1b5b32d2,Jordan Dongmo,0,0.0,1.0
1b6c663e,Bryan Limbombe,2,2.3,0.99
1b6d8083,Paul Nebel,0,0.5,0.99
1b729a98,Ghjuvanni Quilichini,0,0.0,1.0
1b780599,Tom Edwards,0,0.3,0.99
1b804500,Connor Ronan,0,0.0,1.0
1b81794d,Felix Mambimbi,0,0.3,0.99
1b84dbe1,Lucas Digne,2,2.3000000000000003,0.99
1b9707e4,Yuta Nakayama,3,2.7,1.01
1b9728b0,Omari Forson,0,0.0,1.0
1b979bc2,Pim Saathof,0,0.0,1.0
1b9c7401,Giacomo Quagliata,1,2.1,0.98
1ba50942,Tom Pearce,0,0.1,1.0
1ba6c2b3,Givairo Read,0,0.0,1.0
1bacc518,Frenkie de Jong,7,7.9,0.99
1bc432b7,Matthew Hoppe,0,0.4,0.99
1bc6135b,Ablie Jallow,2,1.2,1.01
1bcca8b8,Jonathan de Guzmán,3,1.7000000000000002,1.02
1bd5bdc4,Alan Do Marcolino,0,0.0,1.0
1bd6bc77,Patrick Bauer,3,2.1,1.02
1bda5842,Portu,7,7.4,0.99
1bf33a9a,Christian Pulisic,19,14.600000000000001,1.06
1bf811d4,Sam Byram,3,3.0,1.0
1bfb6fef,Bafodé Diakité,8,3.7,1.07
1bfe34dc,Fodé Doucouré,0,0.0,1.0
1bfe5ac9,Przemysław Wiśniewski,1,1.2,1.0
1c0eea98,Daniel Bachmann,0,0.0,1.0
1c12ee0a,Robert Apter,0,0.1,1.0
1c14c246,Berna,0,0.0,1.0
1c235226,Paulo Sérgio Mota,1,2.4000000000000004,0.98
1c2c55fc,Gonzalo Verdú,1,0.7,1.01
1c341b14,David Schnegg,0,0.0,1.0
1c59240b,Pep Biel,0,1.0,0.98
1c5d79e2,Marc Tenas,0,0.0,1.0
1c7012b8,Declan Rice,12,6.0,1.1
1c86aa16,Marcel Wenig,0,0.0,1.0
1c8c5aed,Cristian Molinaro,0,0.0,1.0
1c96ad85,Marcelo Saracchi,0,0.0,1.0
1c98558c,João Miguel Macedo Silva,0,0.0,1.0
1c9cfad4,Emmanuel Latte Lath,16,11.6,1.07
1caa93a5,Thomas Kaminski,0,0.0,1.0
1cadaf34,Roberto Piccoli,7,8.399999999999999,0.98
1cb49278,Andreas Christensen,3,2.6,1.01
1cbe4984,Paulo Otávio,0,1.1,0.98
1ccd3dae,Peter Federico,0,1.8,0.97
1cdb21b9,Jakob Breum,3,4.6,0.97
1ceeae3e,Luca Garritano,0,0.7,0.99
1d00a56c,Luca Gagliano,0,0.0,1.0
1d031d1f,Michał Helik,12,11.4,1.01
1d042188,Dara O'Shea,7,4.5,1.04
1d0bb7e4,Bosko Sutalo,0,0.2,1.0
1d1091e6,Richie Musaba,0,0.2,1.0
1d110865,Thom Haye,3,3.5,0.99
1d1691ad,Álvaro Odriozola,1,1.5,0.99
1d2d5cc8,Steve Mandanda,0,0.0,1.0
1d33ef3f,Vinicius Dias,0,0.0,1.0
1d383c10,Marvin Senaya,1,1.2,1.0
1d45fd81,Marvin Cuni,1,1.3,0.99
1d4e63b6,Pablo Rodríguez,0,0.0,1.0
1d50130f,Iron Gomis,0,0.6,0.99
1d5c96f8,Mikkel Desler,1,1.8,0.99
1d5cab82,Enock Mwepu,2,2.3000000000000003,0.99
1d5e51e5,Gerard Buabo,0,0.0,1.0
1d7c48df,Jeando Fuchs,0,0.3,0.99
1d7cc2a1,Hugo Oliveira,1,0.2,1.01
1d8aa290,Issa Soumaré,0,0.4,0.99
1d8e9add,Kevin Vogt,0,0.7,0.99
1d932cbe,Otso Liimatta,0,0.3,0.99
1d9a8efe,Boubacar Hanne,1,0.6,1.01
1da4fe81,Koen Bucker,0,0.0,1.0
1daec722,Marc Cucurella,1,2.4,0.98
1db3715b,Sonny Carey,4,4.4,0.99
1dc5a029,Luca Lipani,0,0.1,1.0
1ddbc7ca,Melvin Bard,3,1.9,1.02
1df0c0b9,Robert Gumny,1,1.0999999999999999,1.0
1df4a109,Lesley Ugochukwu,1,1.2,1.0
1e159d70,Yerson Mosquera,2,1.6,1.01
1e1bea09,Paik Seung-ho,1,1.6,0.99
1e2057aa,Moritz-Broni Kwarteng,0,1.0,0.98
1e26e376,Sergio Romero,0,0.0,1.0
1e274a0a,Sven Michel,6,3.2,1.05
1e37c986,Maximilian Breunig,0,0.0,1.0
1e39e56e,Juan Manuel Boselli,6,5.300000000000001,1.01
1e4319ac,Dario Essugo,0,0.0,1.0
1e43fad8,Ralf Fährmann,0,0.0,1.0
1e465e70,Sergio Arribas,9,8.799999999999999,1.0
1e52971c,Johann Lepenant,1,1.0,1.0
1e7aea56,Benjamin Leroy,0,0.0,1.0
1e7f4fca,Finlay Adair,0,0.0,1.0
1e93fc5d,Mohamed Achi,0,0.1,1.0
1e9aa637,Giorgio Scalvini,4,4.7,0.99
1e9bde92,Guillermo Ochoa,0,0.0,1.0
1ea00b03,Lynden Gooch,3,1.8,1.02
1ea5f91c,Jakub Jankto,1,1.7,0.99
1eac1710,Joseph James,0,0.0,1.0
1eb05a70,Taylor Booth,7,4.2,1.05
1ec32b33,Ibrahim El Kadiri,0,1.1,0.98
1ec38d88,Saikou Janneh,0,0.0,1.0
1ec7e1c5,Damien Da Silva,0,0.4,0.99
1ecb65be,Theo Walcott,2,2.8000000000000003,0.99
1ecc03bc,Anfernee Dijksteel,0,1.2,0.98
1ee6da56,Jan Bekkema,0,0.0,1.0
1ef37668,Erik Pieters,0,0.5,0.99
1f0072a6,Joël Piroe,49,38.900000000000006,1.11
1f01506c,Jason Bahamboula,0,0.3,0.99
1f079188,Rubén Peña,0,2.3,0.96
1f169636,Jacob Greaves,6,6.0,1.0
1f1c8a15,José Juan Macías,0,0.1,1.0
1f2c7b55,Merlin Röhl,2,2.0,1.0
1f2d714c,Ajdin Hrustic,3,2.6,1.01
1f34358e,Anthony Fontana,0,0.0,1.0
1f3afdcb,Odilon Kossonou,1,0.9,1.0
1f423a54,Sergio Ruiz,0,0.7,0.99
1f44ac21,Erling Haaland,65,59.099999999999994,1.05
1f462f95,Luis Abram,0,0.3,0.99
1f54ed90,Abdoulaye Ba,0,0.8999999999999999,0.98
1f60244a,Beñat Prados,0,0.5,0.99
1f6298f2,Salim Ben Seghir,0,0.0,1.0
1f875ef8,Jorge Moreno,0,0.0,1.0
1f994616,Franco Israel,0,0.0,1.0
1fa85681,Przemysław Tytoń,0,0.0,1.0
1faa06d5,Nicolò Cocetta,0,0.0,1.0
1fb1c435,Rodrigo,17,10.7,1.1
1fbbfbde,Sebastián Coates,7,9.2,0.97
1fc08838,Frans Krätzig,0,0.3,0.99
1fc474ae,Giovanni González,2,1.0,1.02
1fc4f3d1,Ilia Gruev,0,0.7,0.99
1fca9171,Federico Di Francesco,8,5.699999999999999,1.04
1fda2b14,Marko Milovanović,1,1.6,0.99
1fda91b3,Melayro Bogarde,0,0.0,1.0
1fdfd6da,Jimmy Dunne,6,8.7,0.96
1fe0492d,Rubén Duarte,2,1.1,1.02
1fe2c2e0,Maxime Dominguez,5,3.0,1.03
1fe67e86,Mikel Balenziaga,0,0.1,1.0
1fe87f86,Mathias De Wolf,0,0.0,1.0
1fffae99,Jens Stage,6,7.5,0.98
20030c06,Willi Orban,6,6.199999999999999,1.0
20094685,Maxime Lopez,2,2.7,0.99
200e89e1,Ander Barrenetxea,8,7.0,1.02
202b3b68,Jakub Kamiński,4,5.3,0.98
20459caf,André Ricardo,0,0.6,0.99
204ac005,Samuele Birindelli,0,2.2,0.96
204dded0,Hiroki Ito,2,2.2,1.0
2054d037,M'Baye Niang,8,10.5,0.96
20575487,Gabriel Batista,0,0.0,1.0
205b0dbb,Christy Pym,0,0.0,1.0
205f2e2a,Tyrese Fornah,2,1.1,1.02
2063e21d,Zé Pedro Figueiredo,2,1.1,1.02
20730eae,Rafael Leão,35,29.6,1.06
2077ae86,Jonas Wind,22,17.4,1.06
208eb5fd,Joel Soñora,0,0.0,1.0
20a0c796,Tamble,1,1.1,1.0
20a65cdf,Yarek Gasiorowski,0,0.0,1.0
20b104bc,Adam Smith,0,1.0,0.98
20b3a502,Nicolás Domínguez,5,5.1,1.0
20b8cd02,Liam Cullen,15,15.1,1.0
20b9f052,Pau López,0,0.0,1.0
20de219a,Radosław Majecki,0,0.0,1.0
20df3aaf,Pedro Rodrigues,3,2.1,1.02
20e0dd86,Cyrille Bayala,1,2.0,0.98
20e73fac,Benjamin Bourigeaud,18,17.2,1.01
20f077eb,Josh Vickers,0,0.0,1.0
20f6dec7,Kevin Felida,1,0.2,1.01
2102b074,Luís Bastos,0,0.1,1.0
2110f96c,Filippo Distefano,0,0.0,1.0
211589b8,Jon Karrikaburu,0,0.3,0.99
21166ff4,Çağlar Söyüncü,2,1.4,1.01
2118c8c0,Lucas Possignolo,2,0.9,1.02
213ab9bb,Oscar Estupiñan,27,24.1,1.04
2140e999,Luke Plange,4,3.6,1.01
2146785a,Davide Calabria,4,6.3,0.96
21512407,Kieran Trippier,4,1.9,1.04
215f3907,Mikkel Damsgaard,0,4.1,0.93
216d25a3,Navajo Bakboord,0,0.7,0.99
217875a4,Sebastian Walukiewicz,0,0.8,0.99
217c93a1,Lazar Samardzic,12,6.199999999999999,1.09
2180c761,El Chadaille Bitshiabu,0,0.0,1.0
21945a9e,Dane Scarlett,0,0.5,0.99
21a66f6a,Harry Kane,69,58.8,1.09
21be17c9,Facundo Cáseres,0,0.1,1.0
2200181e,Kaan Ayhan,1,0.3,1.01
22051fbe,Giulio Donati,1,0.4,1.01
220ace7e,Romano Schmid,5,6.7,0.97
220c11f1,Cristhian Stuani,13,14.6,0.98
2225475a,António Xavier,0,0.8,0.99
22367f92,Thierry Lutonda,1,1.6,0.99
22371dee,Damián Rodríguez,0,0.0,1.0
22396615,Amar Ahmed,0,0.0,1.0
2244908c,Andreas Müller,0,0.1,1.0
22551915,Cuco Martina,0,0.0,1.0
226008f1,Luca Caldirola,3,1.6,1.02
226673c2,Bilal Nadir,0,0.1,1.0
226ddf9d,Moritz Nicolas,0,0.0,1.0
2271d81a,Jamie Knight-Lebel,0,0.0,1.0
22721b88,Jordan Amavi,1,0.1,1.02
22798128,Aïssa Laïdouni,2,1.5,1.01
227e37eb,Théo Fonseca,2,2.0,1.0
227f25be,Alessandro Dellavalle,0,0.0,1.0
2283f38b,Diogo Ferreira,0,0.0,1.0
228b0d9d,Aihen Muñoz,0,0.6,0.99
228f73ae,Amin Younes,0,0.2,1.0
22919e97,Sargis Adamyan,3,8.2,0.92
229cd98a,Sergio Córdova,0,0.7,0.99
229da5b2,Mileta Rajovic,10,8.6,1.02
22a62523,Nicolas Janvier,3,1.7000000000000002,1.02
22a6a4d7,Anouar El Azzouzi,0,0.8,0.99
22a93e73,Luke McNally,2,3.1,0.98
22ade6e3,Lewis Fiorini,1,0.5,1.01
22ae86f9,Diego Coppola,2,1.5999999999999999,1.01
22bfb57e,Jean-Victor Makengo,1,3.8,0.95
22cd43d2,Domen Črnigoj,3,2.3000000000000003,1.01
22d5feeb,Jean Felipe,1,0.5,1.01
22d90df9,Ibou Sané,1,0.7,1.01
22ef9912,Ryoya Ogawa,0,0.0,1.0
22f621af,Joe Ward,0,1.6,0.97
22f6ed2c,Claudio Gomes,1,1.1,1.0
2306bf5c,Bryan Reynolds,0,0.0,1.0
2306bfde,Rubén Pardo,0,0.0,1.0
230a2fac,Giovanni Di Lorenzo,5,6.9,0.97
230c3f3a,Ibrahim Sulemana,2,1.1,1.02
230f0471,Nathan Patterson,0,0.8,0.99
231c67ff,Nelson Weiper,2,2.2,1.0
2321ea6e,Vincent Le Goff,2,2.7,0.99
2327c29e,Hernâni Fortes,2,2.2,1.0
232b3da4,Stefan Mitrović,0,0.4,0.99
2334478a,Stefano Sturaro,0,0.5,0.99
234204f4,Tiago Dantas,2,2.5,0.99
234a703c,Ernest Nuamah,3,4.0,0.98
234e8319,Jójó,0,0.0,1.0
23505094,Cláudio Ramos,0,0.0,1.0
235a62f8,Dominic Thompson,0,0.2,1.0
23610943,Nahuel Molina,13,7.699999999999999,1.08
236f02cd,Joe Scally,2,2.5,0.99
2374aaca,Nicolás González,19,21.1,0.97
237a3851,Kike Pérez,4,5.199999999999999,0.98
2389cdc2,Matty Cash,6,7.1000000000000005,0.98
23aa33e2,Liam Kitching,1,2.4,0.98
23c63b7f,Ignatius Ganago,10,8.3,1.03
23c98036,Idris Kanu,0,0.4,0.99
23cbf863,Carlos Romero,0,0.4,0.99
23d16052,Ricardo Velho,0,0.0,1.0
23d73767,Joseph Nonge,0,0.0,1.0
24051310,Zaidu Sanusi,4,3.3,1.01
240c8ab6,Daniel Chesters,0,0.0,1.0
240d3a0b,Dani García,1,2.8,0.97
242dbdeb,Fankaty Dabo,0,1.2,0.98
242e1043,Lutsharel Geertruida,13,14.0,0.99
2434f24a,Benoît Costil,0,0.0,1.0
243f4a0b,Otávio,0,0.4,0.99
244bc2c8,Boulaye Dia,23,16.5,1.09
244ff834,Samuel Soares,0,0.0,1.0
24533540,Bartosz Cybulski,0,1.4,0.98
246d153b,Ola Aina,2,1.3,1.01
2475cf9b,Chumi,1,1.4,0.99
2475dcc6,Dušan Tadić,16,15.0,1.01
247e5cfc,Tyreece John-Jules,0,1.5,0.97
247ed022,Andrea Cambiaso,3,3.8000000000000003,0.99
249ac66d,Vital N'Simba,1,0.7,1.01
24b8e7bd,Luca Wollschläger,0,0.0,1.0
24c4694a,João Rêgo,0,0.2,1.0
24eb7ed6,Junior Sambia,2,2.7,0.99
24f59bb2,Junior Firpo,1,1.6,0.99
24fae784,Connor Roberts,6,4.0,1.03
24ffc012,Dan Scarr,1,0.5,1.01
2500cef9,Yoane Wissa,26,19.4,1.09
25146df0,Strahinja Pavlović,0,0.5,0.99
2515040a,Paul Baysse,0,0.0,1.0
25338427,José Manuel Velázquez,0,0.3,0.99
25355bd8,Jonathan Asp Jensen,0,0.0,1.0
253a06b9,Ezequiel Ávila,13,10.9,1.03
253bd2b3,Lovro Zvonarek,1,0.1,1.02
254147d4,Moussa Djenepo,0,1.7,0.97
254b831b,Matěj Chaluš,0,0.1,1.0
25749008,Elba Rashani,13,12.0,1.01
2577633c,Kayne van Oevelen,0,0.0,1.0
258a6f4d,Tim Kleindienst,10,12.3,0.97
258b0d9b,Miguel Lopes,0,0.4,0.99
2590ddf7,Abass Issah,4,4.3,0.99
2591b066,Aimen Moueffek,0,0.1,1.0
2592d9b5,Steven Caulker,0,0.4,0.99
259fea27,James Trafford,0,0.0,1.0
25ab9c9c,Manuel Gulde,2,1.8,1.0
25ad51a5,Rui Pires,0,0.8,0.99
25b28b59,Wagner,0,0.0,1.0
25b82f9a,Theo Corbeanu,4,2.3,1.03
25bdea4b,Sascha Burchert,0,0.0,1.0
25cfb552,Jordi Altena,0,0.0,1.0
25dea15a,Alan Browne,8,8.3,1.0
25f2ef01,Jake O'Brien,4,3.6,1.01
25f50295,Mike van der Hoorn,4,6.6,0.96
260af28b,Jonson Clarke-Harris,7,9.0,0.97
2628fd2b,Bernd Leno,0,0.0,1.0
262e5a82,Chiquinho,1,2.0,0.98
26328b22,Diogo Silva,0,0.1,1.0
2642bf6c,Neil Etheridge,0,0.0,1.0
264996bb,Terry Lartey Sanniez,0,0.0,1.0
2649ff32,Danny Drinkwater,1,1.4,0.99
2658c82f,Aleksandar Pavlovic,2,1.2,1.01
26777636,Yacine Adli,2,2.4,0.99
2677a1de,Wahbi Khazri,11,12.0,0.99
2683eda7,Javi Puado,11,12.7,0.97
2688ebbf,Olamide Shodipo,0,0.4,0.99
2691c772,Ashley Barnes,10,16.3,0.91
2693f6bc,Noah Fatar,0,0.0,1.0
26952edc,João Costa,0,0.0,1.0
26966f24,Pedro Filipe Barbosa Moreira,1,2.4,0.98
2696b6a9,Tahith Chong,9,10.8,0.97
26a2dc36,Diogo Fonseca,0,0.5,0.99
26c54058,Alessandro Tuia,0,0.1,1.0
26ce2263,Ryan Christie,4,12.1,0.88
26d3b5be,Ellis Simms,21,17.0,1.06
26d759de,Flip Klomp,0,0.0,1.0
26db8853,Walace,3,3.4000000000000004,0.99
26e2ade6,Keziah Veendorp,0,0.4,0.99
26f6dca8,Manuel Lanzini,3,1.8,1.02
271b8617,Marcus Ingvartsen,11,7.800000000000001,1.05
27270af4,Niklas Tauer,0,0.4,0.99
272cfd72,Ismail Azzaoui,3,0.5,1.05
273c483b,Scott Sinclair,0,1.8,0.97
27457e83,Vinícius Zanocelo,1,0.4,1.01
274ab13c,Catena,4,4.1,1.0
274deb82,Darragh Lenihan,4,6.4,0.96
27504df8,Lincoln,5,3.6,1.02
275e2c51,Romain Thomas,2,2.0,1.0
276127e4,Maracás,3,3.0,1.0
276fdbe4,Richie Laryea,0,0.0,1.0
2770726a,Daniel Kyereh,2,2.2,1.0
277be51d,Dario Gebuhr,0,0.0,1.0
277c49ed,Maxence Lacroix,5,2.8,1.04
277da414,Ivan Provedel,0,0.0,1.0
2784f898,Éder Militão,6,5.0,1.02
